hour,airport_icao_names,cumulative_delay,edge_index
4,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[113.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [176.],
        [  0.],
        [  0.],
        [ 93.]])","tensor([[ 7,  7,  8],
        [ 8, 11,  0]])"
5,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[113.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [806.],
        [176.],
        [  0.],
        [  0.],
        [ 93.]])","tensor([[11,  8],
        [ 7,  7]])"
6,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[113.],
        [ 75.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [806.],
        [176.],
        [ 30.],
        [  0.],
        [ 93.]])","tensor([[11,  8,  8,  1, 10],
        [ 0,  1,  0,  9,  0]])"
7,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 26.],
        [115.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [806.],
        [176.],
        [ 30.],
        [  0.],
        [ 93.]])","tensor([[ 6,  3, 11,  2, 10],
        [ 0,  0,  1,  0,  7]])"
8,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 26.],
        [ 96.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [ 21.],
        [176.],
        [ 30.],
        [  0.],
        [ 93.]])","tensor([[ 0,  8,  0,  1,  7,  5,  4,  0,  2,  8, 10,  9,  1,  0],
        [ 3,  0,  9,  0,  0,  0,  0,  9,  0,  7,  1,  0,  9,  6]])"
9,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [106.],
        [176.],
        [ 30.],
        [  0.],
        [ 93.]])","tensor([[ 0,  6,  0,  9,  0, 11,  0,  2,  4,  5,  3,  3,  1,  0,  9],
        [ 2,  0,  1,  4,  7,  7,  4,  0,  0,  0,  0,  0,  0,  5,  0]])"
10,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[  0.],
        [ 75.],
        [  0.],
        [ 71.],
        [  0.],
        [  0.],
        [  0.],
        [106.],
        [379.],
        [  0.],
        [  0.],
        [  0.]])","tensor([[ 7,  5,  0,  8,  1,  9,  0,  0,  4,  4,  0,  0, 11],
        [ 0,  0,  9, 11,  0,  0,  1,  7,  9,  8,  3,  2,  8]])"
11,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 74.],
        [ 75.],
        [  0.],
        [ 24.],
        [252.],
        [  0.],
        [  0.],
        [  0.],
        [379.],
        [  0.],
        [  0.],
        [  0.]])","tensor([[ 4,  3,  9,  0, 11,  1,  0,  0,  6,  0,  8,  1,  0,  9,  0,  3],
        [ 7,  0,  1,  6, 10,  4,  5,  9,  0,  3, 10,  0,  8,  0,  4,  0]])"
12,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[113.],
        [ 75.],
        [  0.],
        [ 24.],
        [134.],
        [  0.],
        [  0.],
        [166.],
        [379.],
        [  0.],
        [  0.],
        [ 93.]])","tensor([[ 1,  7,  4,  0,  0,  7,  5,  1,  8, 10,  0,  2,  9,  0, 11,  9],
        [10, 10,  0,  1,  9, 11,  0,  0,  0, 11,  2,  0,  4,  7,  8,  0]])"
13,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [115.],
        [  0.],
        [ 24.],
        [252.],
        [ 51.],
        [  0.],
        [747.],
        [379.],
        [ 30.],
        [  0.],
        [109.]])","tensor([[ 8,  0,  1,  9, 10,  0,  8,  3,  0, 11,  0,  7,  0,  2,  0,  0,  0,  0],
        [11,  2,  8,  0,  0, 10, 10,  0, 11,  0,  4,  8,  8,  0,  7,  9,  5,  1]])"
14,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [ 75.],
        [  0.],
        [ 71.],
        [252.],
        [ 51.],
        [  0.],
        [701.],
        [379.],
        [ 30.],
        [  0.],
        [109.]])","tensor([[ 1,  0,  4,  0,  6,  3,  7,  0,  8,  7,  9, 11,  1,  0,  7,  5,  8,  0],
        [11,  1,  9, 10,  0,  0, 11,  8,  4,  4,  0,  7,  0,  3,  0,  0,  0,  9]])"
15,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 74.],
        [ 96.],
        [  0.],
        [ 71.],
        [252.],
        [ 51.],
        [  0.],
        [806.],
        [379.],
        [  0.],
        [  0.],
        [109.]])","tensor([[ 8, 10,  7,  0,  9, 11, 10,  8,  0,  8,  2, 10,  9,  7,  4, 10, 11,  8,
          0,  8, 10,  0,  0],
        [10,  8,  8,  9,  0,  0,  1, 11,  1,  1,  0,  0,  4, 11,  0,  8,  8,  7,
          6,  0,  7,  4,  5]])"
16,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 74.],
        [115.],
        [  0.],
        [ 71.],
        [252.],
        [ 51.],
        [  0.],
        [680.],
        [379.],
        [ 30.],
        [ 19.],
        [109.]])","tensor([[ 2,  9,  0,  0,  1,  0,  0,  7,  4,  7,  0,  5,  1,  0,  8,  0, 11,  8],
        [ 0,  0,  2,  3,  7,  9,  8, 10,  1, 11, 10,  0,  0,  4,  3, 11, 10,  0]])"
17,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 26.],
        [ 96.],
        [  0.],
        [ 71.],
        [252.],
        [ 51.],
        [  0.],
        [166.],
        [379.],
        [ 30.],
        [  0.],
        [ 61.]])","tensor([[ 8,  6,  8,  3,  4,  0,  1,  7, 11,  0,  0,  7,  0, 10,  4],
        [10,  0, 11,  0,  0,  8, 10,  8,  7,  1,  7,  0,  4,  8,  9]])"
18,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 74.],
        [ 96.],
        [  0.],
        [ 24.],
        [252.],
        [  0.],
        [  0.],
        [806.],
        [379.],
        [ 68.],
        [  0.],
        [ 93.]])","tensor([[ 0, 11,  8,  1,  0,  0,  0,  1,  0,  0,  8,  4,  9,  4,  0,  9],
        [ 2,  8,  0,  4,  3, 11,  8,  0,  6,  5,  7,  0,  4,  7,  9,  0]])"
19,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 26.],
        [ 96.],
        [  0.],
        [ 71.],
        [252.],
        [  0.],
        [  0.],
        [806.],
        [379.],
        [ 30.],
        [  0.],
        [ 93.]])","tensor([[11,  0,  0,  0,  2,  5,  1,  4,  9,  1,  3,  7, 10,  0],
        [ 0,  8,  6,  5,  0,  0,  9,  0,  0,  0,  0,  8,  8,  3]])"
20,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [ 96.],
        [  0.],
        [ 71.],
        [252.],
        [  0.],
        [  0.],
        [747.],
        [379.],
        [  0.],
        [  0.],
        [ 93.]])","tensor([[10,  9,  4,  8,  0,  0,  4, 11,  6,  8, 10, 11,  0],
        [ 7,  0,  8, 11,  9,  1,  0,  8,  0,  0,  0,  7,  4]])"
21,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [ 96.],
        [  0.],
        [ 52.],
        [134.],
        [ 51.],
        [  0.],
        [166.],
        [336.],
        [  0.],
        [ 19.],
        [ 61.]])","tensor([[ 0,  0,  7,  0,  0,  4,  0,  0,  7,  1,  8,  8,  0,  5,  0,  7,  3,  8],
        [ 2, 11, 11,  9,  8,  9, 10,  3,  4,  0,  7,  1,  3,  0,  5,  0,  0, 10]])"
22,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 74.],
        [115.],
        [  0.],
        [ 24.],
        [134.],
        [ 51.],
        [  0.],
        [747.],
        [379.],
        [  0.],
        [ 19.],
        [109.]])","tensor([[11, 11,  0,  9, 10,  9,  3,  0,  8,  0,  7,  1, 11,  9,  8, 11],
        [ 1,  8,  9,  1,  0,  0,  0,  3, 11,  1,  8,  8,  0,  1,  0,  7]])"
23,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 26.],
        [ 96.],
        [  0.],
        [ 52.],
        [134.],
        [  0.],
        [  0.],
        [717.],
        [379.],
        [ 30.],
        [  0.],
        [109.]])","tensor([[ 0,  3,  7,  4,  0, 10,  0,  9,  0,  0,  0, 11,  4,  8,  1],
        [ 7,  8,  1,  1,  9,  8,  2,  0,  8,  3,  5,  7,  9, 10, 11]])"
24,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [ 96.],
        [  0.],
        [ 52.],
        [252.],
        [  0.],
        [  0.],
        [680.],
        [336.],
        [ 30.],
        [  0.],
        [109.]])","tensor([[ 7, 10,  1, 11,  0,  0,  7,  1,  0,  8,  8,  7, 11,  0,  8],
        [ 0,  1,  8,  7,  1, 11, 11, 10,  6,  7,  0, 10,  0,  4,  4]])"
25,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [ 96.],
        [  0.],
        [ 52.],
        [134.],
        [  0.],
        [  0.],
        [680.],
        [379.],
        [ 30.],
        [  0.],
        [109.]])","tensor([[ 9,  0, 10, 10,  7],
        [ 4,  8,  8, 11,  8]])"
26,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [ 96.],
        [  0.],
        [ 52.],
        [134.],
        [  0.],
        [  0.],
        [680.],
        [379.],
        [ 30.],
        [  0.],
        [ 93.]])","tensor([[ 7,  0,  0],
        [11, 10,  8]])"
27,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 47.],
        [ 96.],
        [  0.],
        [ 52.],
        [134.],
        [  0.],
        [  0.],
        [680.],
        [379.],
        [ 30.],
        [  0.],
        [109.]])","tensor([[ 0],
        [11]])"
